1 1 410
x y
6.75609756098 0.0
6.76829268293 0.0
6.78048780488 0.0
6.79268292683 0.0
6.80487804878 0.0
6.81707317073 0.0
6.82926829268 0.0
6.84146341463 0.0
6.85365853659 0.0
6.86585365854 0.0
6.87804878049 0.0
6.89024390244 0.0
6.90243902439 0.0
6.91463414634 0.0
6.92682926829 0.0
6.93902439024 0.0
6.9512195122 0.0
6.96341463415 0.0
6.9756097561 0.0
6.98780487805 0.0
7.0 0.0
7.01219512195 0.0
7.0243902439 0.0
7.03658536585 0.0
7.0487804878 0.0
7.06097560976 0.0
7.07317073171 0.0
7.08536585366 0.0
7.09756097561 0.0
7.10975609756 0.0
7.12195121951 0.0
7.13414634146 0.0
7.14634146341 0.0
7.15853658537 0.0
7.17073170732 0.0
7.18292682927 0.0
7.19512195122 0.0
7.20731707317 0.0
7.21951219512 0.0
7.23170731707 0.0
7.24390243902 0.0
7.25609756098 0.0
7.26829268293 0.0
7.28048780488 0.0
7.29268292683 0.0
7.30487804878 0.0
7.31707317073 0.0
7.32926829268 0.0
7.34146341463 0.0
7.35365853659 0.0
7.36585365854 0.0
7.37804878049 0.0
7.39024390244 0.0
7.40243902439 0.0
7.41463414634 0.0
7.42682926829 0.0
7.43902439024 0.0
7.4512195122 0.0
7.46341463415 0.0
7.4756097561 0.0
7.48780487805 0.0
7.5 0.0
7.51219512195 0.0
7.5243902439 0.0
7.53658536585 0.0
7.5487804878 0.0
7.56097560976 0.0
7.57317073171 0.0
7.58536585366 0.0
7.59756097561 0.0
7.60975609756 0.0
7.62195121951 0.0
7.63414634146 0.0
7.64634146341 0.0
7.65853658537 0.0
7.67073170732 0.0
7.68292682927 0.0
7.69512195122 0.0
7.70731707317 0.0
7.71951219512 0.0
7.73170731707 0.0
7.74390243902 0.0
7.75609756098 0.0
7.76829268293 0.0
7.78048780488 0.0
7.79268292683 0.0
7.80487804878 0.0
7.81707317073 0.0
7.82926829268 0.0
7.84146341463 0.0
7.85365853659 0.0
7.86585365854 0.0
7.87804878049 0.0
7.89024390244 0.0
7.90243902439 0.0
7.91463414634 0.0
7.92682926829 0.0
7.93902439024 0.0
7.9512195122 0.0
7.96341463415 0.0
7.9756097561 0.0
7.98780487805 0.0
8.0 0.0
8.01219512195 0.0
8.0243902439 0.0
8.03658536585 0.0
8.0487804878 0.0
8.06097560976 0.0
8.07317073171 0.0
8.08536585366 0.0
8.09756097561 0.0
8.10975609756 0.0
8.12195121951 0.0
8.13414634146 0.0
8.14634146341 0.0
8.15853658537 0.0
8.17073170732 0.0
8.18292682927 0.0
8.19512195122 0.0
8.20731707317 0.0
8.21951219512 0.0
8.23170731707 0.0
8.24390243902 0.0
8.25609756098 0.0
8.26829268293 0.0
8.28048780488 0.0
8.29268292683 0.0
8.30487804878 0.0
8.31707317073 0.0
8.32926829268 0.0
8.34146341463 0.0
8.35365853659 0.0
8.36585365854 0.0
8.37804878049 0.0
8.39024390244 0.0
8.40243902439 0.0
8.41463414634 0.0
8.42682926829 0.0
8.43902439024 0.0
8.4512195122 0.0
8.46341463415 0.0
8.4756097561 0.0
8.48780487805 0.0
8.5 0.0
8.51219512195 0.0
8.5243902439 0.0
8.53658536585 0.0
8.5487804878 0.0
8.56097560976 0.0
8.57317073171 0.0
8.58536585366 0.0
8.59756097561 0.0
8.60975609756 0.0
8.62195121951 0.0
8.63414634146 0.0
8.64634146341 0.0
8.65853658537 0.0
8.67073170732 0.0
8.68292682927 0.0
8.69512195122 0.0
8.70731707317 0.0
8.71951219512 0.0
8.73170731707 0.0
8.74390243902 0.0
8.75609756098 0.0
8.76829268293 0.0
8.78048780488 0.0
8.79268292683 0.0
8.80487804878 0.0
8.81707317073 0.0
8.82926829268 0.0
8.84146341463 0.0
8.85365853659 0.0
8.86585365854 0.0
8.87804878049 0.0
8.89024390244 0.0
8.90243902439 0.0
8.91463414634 0.0
8.92682926829 0.0
8.93902439024 0.0
8.9512195122 0.0
8.96341463415 0.0
8.9756097561 0.0
8.98780487805 0.0
9.0 0.0
9.01219512195 0.0
9.0243902439 0.0
9.03658536585 0.0
9.0487804878 0.0
9.06097560976 0.0
9.07317073171 0.0
9.08536585366 0.0
9.09756097561 0.0
9.10975609756 0.0
9.12195121951 0.0
9.13414634146 0.0
9.14634146341 0.0
9.15853658537 0.0
9.17073170732 0.0
9.18292682927 0.0
9.19512195122 0.0
9.20731707317 0.0
9.21951219512 0.0
9.23170731707 0.0
9.24390243902 0.0
9.25609756098 0.0
9.26829268293 0.0
9.28048780488 0.0
9.29268292683 0.0
9.30487804878 0.0
9.31707317073 0.0
9.32926829268 0.0
9.34146341463 0.0
9.35365853659 0.0
9.36585365854 0.0
9.37804878049 0.0
9.39024390244 0.0
9.40243902439 0.0
9.41463414634 0.0
9.42682926829 0.0
9.43902439024 0.0
9.4512195122 0.0
9.46341463415 0.0
9.4756097561 0.0
9.48780487805 0.0
9.5 0.0
9.51219512195 0.0
9.5243902439 0.0
9.53658536585 0.0
9.5487804878 0.0
9.56097560976 0.0
9.57317073171 0.0
9.58536585366 0.0
9.59756097561 0.0
9.60975609756 0.0
9.62195121951 0.0
9.63414634146 0.0
9.64634146341 0.0
9.65853658537 0.0
9.67073170732 0.0
9.68292682927 0.0
9.69512195122 0.0
9.70731707317 0.0
9.71951219512 0.0
9.73170731707 0.0
9.74390243902 0.0
9.75609756098 0.0
9.76829268293 0.0
9.78048780488 0.0
9.79268292683 0.0
9.80487804878 0.0
9.81707317073 0.0
9.82926829268 0.0
9.84146341463 0.0
9.85365853659 0.0
9.86585365854 0.0
9.87804878049 0.0
9.89024390244 0.0
9.90243902439 0.0
9.91463414634 0.0
9.92682926829 0.0
9.93902439024 0.0
9.9512195122 0.0
9.96341463415 0.0
9.9756097561 0.0
9.98780487805 0.0
10.0 0.0
0*x**4+0*x**3+0*x**2+0*x**1+0*x**0+
