1 1 410
x y
5 0.0
5.01219512195 0.0
5.0243902439 0.0
5.03658536585 0.0
5.0487804878 0.0
5.06097560976 0.0
5.07317073171 0.0
5.08536585366 0.0
5.09756097561 0.0
5.10975609756 0.0
5.12195121951 0.0
5.13414634146 0.0
5.14634146341 0.0
5.15853658537 0.0
5.17073170732 0.0
5.18292682927 0.0
5.19512195122 0.0
5.20731707317 0.0
5.21951219512 0.0
5.23170731707 0.0
5.24390243902 0.0
5.25609756098 0.0
5.26829268293 0.0
5.28048780488 0.0
5.29268292683 0.0
5.30487804878 0.0
5.31707317073 0.0
5.32926829268 0.0
5.34146341463 0.0
5.35365853659 0.0
5.36585365854 0.0
5.37804878049 0.0
5.39024390244 0.0
5.40243902439 0.0
5.41463414634 0.0
5.42682926829 0.0
5.43902439024 0.0
5.4512195122 0.0
5.46341463415 0.0
5.4756097561 0.0
5.48780487805 0.0
5.5 0.0
5.51219512195 0.0
5.5243902439 0.0
5.53658536585 0.0
5.5487804878 0.0
5.56097560976 0.0
5.57317073171 0.0
5.58536585366 0.0
5.59756097561 0.0
5.60975609756 0.0
5.62195121951 0.0
5.63414634146 0.0
5.64634146341 0.0
5.65853658537 0.0
5.67073170732 0.0
5.68292682927 0.0
5.69512195122 0.0
5.70731707317 0.0
5.71951219512 0.0
5.73170731707 0.0
5.74390243902 0.0
5.75609756098 0.0
5.76829268293 0.0
5.78048780488 0.0
5.79268292683 0.0
5.80487804878 0.0
5.81707317073 0.0
5.82926829268 0.0
5.84146341463 0.0
5.85365853659 0.0
5.86585365854 0.0
5.87804878049 0.0
5.89024390244 0.0
5.90243902439 0.0
5.91463414634 0.0
5.92682926829 0.0
5.93902439024 0.0
5.9512195122 0.0
5.96341463415 0.0
5.9756097561 0.0
5.98780487805 0.0
6.0 0.0
6.01219512195 0.0
6.0243902439 0.0
6.03658536585 0.0
6.0487804878 0.0
6.06097560976 0.0
6.07317073171 0.0
6.08536585366 0.0
6.09756097561 0.0
6.10975609756 0.0
6.12195121951 0.0
6.13414634146 0.0
6.14634146341 0.0
6.15853658537 0.0
6.17073170732 0.0
6.18292682927 0.0
6.19512195122 0.0
6.20731707317 0.0
6.21951219512 0.0
6.23170731707 0.0
6.24390243902 0.0
6.25609756098 0.0
6.26829268293 0.0
6.28048780488 0.0
6.29268292683 0.0
6.30487804878 0.0
6.31707317073 0.0
6.32926829268 0.0
6.34146341463 0.0
6.35365853659 0.0
6.36585365854 0.0
6.37804878049 0.0
6.39024390244 0.0
6.40243902439 0.0
6.41463414634 0.0
6.42682926829 0.0
6.43902439024 0.0
6.4512195122 0.0
6.46341463415 0.0
6.4756097561 0.0
6.48780487805 0.0
6.5 0.0
6.51219512195 0.0
6.5243902439 0.0
6.53658536585 0.0
6.5487804878 0.0
6.56097560976 0.0
6.57317073171 0.0
6.58536585366 0.0
6.59756097561 0.0
6.60975609756 0.0
6.62195121951 0.0
6.63414634146 0.0
6.64634146341 0.0
6.65853658537 0.0
6.67073170732 0.0
6.68292682927 0.0
6.69512195122 0.0
6.70731707317 0.0
6.71951219512 0.0
6.73170731707 0.0
6.74390243902 0.0
